web-scraper-order,web-scraper-start-url,titulo,descrip,precio
"1618890520-19842","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en venta Jurica 5 habitaciones JGCC","**20-805**lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca","$ 16,500,000"
"1618890564-19882","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","SO HERMOSA CASA EN VENTA EN JURICA","Casa en Venta en Jurica en Estupenda Ubicación y en Excelente Estado

A 150 mts del Hotel Hacienda Jurica

Terreno 482 m
Construcción 300 m
3 Recámaras (Principal con vestidor y baño)
3 Baños 
1 Medio baño
5 Lugares de Estacionamiento (2 Techados)
Terraza
Patio
Parrilla. EasyBroker ID: EB-FH0012","$ 11,400,000"
"1618890675-20046","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","Casa en Venta en Jurica Campestre Queretaro con amplio jardín","Hermosa casa cerca de plazas comerciales, tiendas comerciales, restaurantes, bancos, supermercados. Casa de un piso a desnivel, la cual cuenta con cuatro recámaras con baño, tres de ellas con vestidor, medio baño de visitas, sala, cocina con isla y desayunador, comedor, jardín interior, sala de TV, lavandería, un jardín exterior de 400 metros cuadrados, estacionamiento para cuatro autos, cuarto de servicio con baño completo, terraza. La casa en general cuenta con espacios amplios e iluminación.","$ 8,750,000"
"1618890453-19754","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","ARCO DE PIEDRA. Hermosa, T. 279m2, C. 324m2. 4 rec, 4 baños. Vig, 24 hrs","Terreno 278.698 m2 construcción 324 m2 hermosa casa en exclusivo condominio arco de piedra. 3 recámaras cada una con su baño y vestidor. cuarta recámara en planta baja con baño completo. acabados de lujo. vigilancia 24hr, salón de eventos, y jardín central. Precio $7,300,000","$ 7,300,000"
"1618890653-20003","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa en Venta en  JURICA, Querétaro de una planta, remodelada con 3 recamaras","Linda y acogedora casa, toda en una sola planta. Remodelada y con excelente mantenimiento. Ubicada en muy bonita calle de jurica, bonito fraccionamiento campestre residencial arbolado, rodeado de los mejores colegios, comercios, club deportivo y servicios. Cuenta con: Techos altos Vestíbulo de entrada Amplia sala comedor con chimenea Cocina con antecomedor Sala de tv 3 espaciosas recamaras Y 2.5 baños Cuarto de lavanderia Cuarto de servicio. Al fondo de la casa, tiene agradable terraza junto a patio y jardin. Siempre rodeada con vista arbolada del fraccionamiento. Tiene estacionamiento para 2 autos, porton electrico, cerca electrificada y alarma. También cuenta con celdas solares para ahorro de energía. Vo1307ep Informes agente inmobiliario elsa parada","$ 5,500,000"
"1618890585-19909","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","CASA EN VENTA EN JURICA UN SOLO PISO ""ALBERCA"" COMO NUEVA","El pueblo de Jurica Querétaro es una magnífica hacienda de principios del siglo XVI transformada  en zonas residenciales triple AAA, que en sus inicios perteneció al virrey Luis de Velasco, con una clásica arquitectura colonial de arcos y paredes de piedra volcánica que harán viajar su imaginación hasta la época de la conquista española.

A 15 minutos del centro de Querétaro y con todos los servicios de plazas comerciales AAA sentirá que vive en una zona de ensueño.

Residencia de un solo nivel con amplios espacios y jardines.

3 Recamaras cada una con baño, principal vestidor, A/C
1 Área familiar
Sala de buen tamaño
Comedor
Cocina equipada con amplios espacios y dasuyanador
Cuarto de servicio equipado aprox de 70m2
Área de lavado techado

Terrazas con vista a la alberca
Alberca con vestidor y baños
Celdas eléctricas para electricidad en general  y calentador
2 tinacos de 1000lts
Riego por aspersorio
Cisterna para agua pluvial
Sistema de Alarma
Estacionamiento para 5 autos  portón eléctrico. EasyBroker ID: EB-EQ0845","$ 11,000,000"
"1618890653-20015","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","CASA EN VENTA DE UNA PLANTA","Cochera para tres autosTerrazaSala / comedorCocina integralAlberca con terrazaÁrea de lavadoÁrea de planchado4 recamaras con su bañoHermoso estudioCisternaCalentador solarCalderas solares","$ 5,800,000"
"1618890408-19681","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Casa en venta ubicada en zona comercial Pueblo Jurica en Queretaro.","Casa en venta ubicada en zona comercial pueblo jurica en queretaro. Ideal para oficinas o negocio (posibilidad también a rentarse) Se encuentra sobre avenida principal rodeada de distintos giros comerciales como escuelas, restaurantes y diversos negocios. Excelentes espacios, con gran potencial. Cuenta con 3 recamaras todas con baño, una de ellas en planta baja, sala de tv, terraza techada a todo lo largo del jardín. Segunda terraza superior con pergolas y hermosas vistas. Estudio, taller o 4ta recamara independiente a la casa, 2 bodegas (una de ellas en sótano) y cuarto de servicio. Portón eléctrico con espacio para 2 autos. Amplio jardín de casi 100m2 Conózcala! Excelente oportunidad Vo1688rv Informes agente inmobiliario renata valenzuela","$ 2,950,000"
"1618890496-19794","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en Venta Jurica 5 Habitaciones Jrh","**20-805**Lujosa casa en Villas Regency de Jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca.","$ 16,500,000"
"1618890520-19825","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en venta Jurica 5 habitaciones JGCC","**21-2136**residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita","$ 11,350,000"
"1618890585-19934","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","¡¡EXCELENTE OPORTUNIDAD CASA DE ENTREGA INMEDIATA!!","EXCELENTE INVERSIÓN, ENTREGA INMEDIATA
PROPIEDAD TOTALMENTE REGULARIZADA 
DOCUMENTACIÓN EN REGLA
CITAS PARA VISITARLA CON 24 HRS DE ANTICIPACIÓN 
PRECIO A NEGOCIAR
POSIBILIDAD DE APLICAR CREDITO
PLUSVALÍA INMEDIATA 
CONTAMOS CON OFICINAS EN CDMX, QUERÉTARO Y GUADALAJARA
LLÁMANOS Y AGENDA TU CITA","$ 6,738,000"
"1618890631-19971","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","Casa en Venta en Fracc Jurica","Un lugar maravilloso con buena armonia en un lugar privilegiado. (cl)hermosa casa con jardin espectacular en exclusiva privada con vigilancia 24 hrs., dos niveles, 4 recamaras, 3 baã?os, sala, comedor, cocina equipada con desayunador, estacionamiento 4 autos techados, bodega, puerta electrica, cto. Servicio","$ 7,900,000"
"1618890453-19740","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","OPORTUNIDAD Casa de Una Planta Paseo Jurica","Oportunidad casa de un nivel a precio de terreno, la casa está totalmente habitable, sala, comedor, 3 recámaras la principal con baño con jacuzzi. Departamento independiente con baño, antecomedor grande, cocina equipada, cuarto para mascotas, alarma, bodega, cuarto de lavado, cuarto de servicio, alberca techada, terraza y palapa. Garage para 8 autos.","$ 9,000,000"
"1618890653-20001","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","CASA EN REMATE JURICA","Sabias que estas grandes oportunidades de inversion te generan utilidad desde un 30% hasta un 60% No aplican los creditos Que no te la ganen...","$ 5,750,000"
"1618890496-19799","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en Venta Jurica 5 Habitaciones Jrh","**20-2035**Residencia en calle Cerrada vigilancia en Jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de TV, Cocina con amplia alacena, Espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto. para visita.","$ 11,350,000"
"1618890653-20018","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","CASA EN VENTA EN JURICA","Espacios únicos, gran diseño, iluminación natural y acabados de primera.  Terreno: 2,220 m² Construcción: 712 m² Niveles: 1 Características:  - sala  - comedor  - bar  - estudio  - hall de tv  - baño de visitas  - taller  - área de lavado  - cuarto de servicio   - 4 recámaras  - todas cuentan con baño propio Y vestidor  Área de servicio:  - área de lavado  - cuarto de servicio  Equipamiento:  - cochera para 6 autos  - terraza con jardín  ¡conózcala!","$ 12,000,000"
"1618890431-19709","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","RESIDENCIA EN VENTA EN EL CLUB REGENCY JURICA CON AMPLIOS ESPACIOS DISEÑO UNICO","Hermosa residencia, dentro de un exclusivo club con acceso controlado y vigilancia 24 horas, 

La casa cuenta con amplios espacios, 850 m2 de terreno y 925 m2 de construcción, cuatro recámaras cada una con baño y  vestidor, y dos baños con tina e hidro.  

Cuatro pisos con elevador, una cava subterránea, amplio jardín con terraza, y en el último piso un salón con bar y un roof garden con jacuzzi. 

Cocina integral totalmente equipada, sala de tv, estudio, cuarto de servicio y una bodega.

LISTA PAR AHABITARSE. No pierda esta gran oportunidad de vivir con el lujo y comodidad que esta propiedad ofrece.

Características:
Jardín y  4 terrazas
Completamente amueblada
Cocina equipada
Fraccionamiento privado
Estacionamiento
Sala T.V.
Estudio
5 baños completos
3 medios baños
Roof Garden
Jacuzzi
Elevador
Cava subterránea
Bodega
Cuarto de servicio
850 m2 de terreno
925 m2 de construcción. EasyBroker ID: EB-GO3165","$ 21,500,000"
"1618890541-19852","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","VENTA DE CASA EN REGENCY JURICA","CASA EN JURICA TIPO LUXURY DENTRO DE PRIVADA, CON ESPACIOS UNIDOS EN LAS MEJORES ZONAS DE QUERETARO CON ESTACIONAMIENTO PARA 8 AUTOS, 2 BODEGAS, CUARTO DE LAVADO Y SERVICIO, ACCESO AL ASADOR, PUERTA DE SERVICIO INTERNO ACCESO AL JARDIN. RECIBIDOR Y MEDIO BAÑO DE VISITAS . AMPLIA SALA , COMEDOR ANTE COMEDOR, CAVA SUBTERRANEA.  FAMILY ROOM AL CENTRO. RECAMARAS CON BAÑO COMPLETO Y VESTIDOR. CUARTO DE BLANCOS. BAR CON BARRA, TERRAZA CON JACUZZI. EasyBroker ID: EB-FP8623","$ 21,500,000"
"1618890475-19759","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Venta de casa de una planta en Jurica Campestre, Querétaro. T 1.100m2 C 386 m2","Magnifica casa de una planta con amplios espacios y hermoso jardin.  cuenta con vestibulo, sala con aire acondicionado solar, comedor, medio baño de visitas, cocina integral con alacena y desayunador, patio interior, family room, recamara principal con vestidor, baño, jacuzzi con vista al jardin, vapor, area de masaje y salida al jardin, dos recamaras secundarias con closet y baño, patio-desayunador, pasillo lateral, terraza con asador, jardin de 500 m2 con riego por aspersion, jacuzzi con caldera, bodega y 5 lugares de estacionamiento con porton electrico e iluminacion automatizada. sistema de alarma con sensores laser en interior y exterior, sistema de camaras para monitoreo, cisterna de 5.000 l, tinaco y bomba de presion. en un segundo piso esta el area de servicio como cuarto de lavado, cuarto de servicio con baño completo y patio. un bungalow con closet y baño completo en el jardin. vigilante para las casas que paguen por este servicio. excelente ubicacion! muy cerca de una de las plazas comerciales mas importantes de america latina, ademas de bancos, supermercados, escuelas, restaurantes y mucho mas.  Informes: agente inmobiliario yvonne kuri    Vo1780yk","$ 12,500,000"
"1618890585-19932","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Casa en Jurica de 3 dormitorios con espacios funcionales! RCS 20-989","*Rcs 20-989* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.","$ 3,320,000"
"1618890675-20050","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","VENTA Casa en Jurica Queretaro con exclusivos espacios ecológicos y jardín","Con señoriales espacios, gran proyecto para modernizar ubicada en la avenida principal del fraccionamiento jurica. Pague economicos recibos de luz y agua por sus paneles solares y calentador solar de agua.   Terreno de 1,350 mts.2 construccion 720 mts.2, en 2 niveles, 4 recamaras cada una con vestidor y baño, 2 medios baños de visitas, amplia sala comedor, cocina equipada, sala de tv, salon de juegos con bar o 5a recamara de visitas con acceso independiente, cuarto de servicio con patio y area de lavado, bodega. Agradable y amplio jardin con terraza y opcion para construir alberca. Cisterna con mas de 10,000 lts. Garage para 6 o 7 coches.  Vo1496dp  Informes con agente dinora parada","$ 11,300,000"
"1618890541-19872","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa lujosa en Jurica de 4 recamaras más estudio! RAHH 20-805","*Rahh 20-805* lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras mas estudio con baño completo por lo que podrías ser de 5 recamara. En la habitación principal podrás disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca. No se comparte entre 3 asesores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.","$ 16,500,000"
"1618890585-19907","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Casa remodelada en Jurica de 445 mts2 y 3 dormitorios! RAHH 20-1718","*Rahh 20-1718* casa remodelada con acabados de lujo, desarrollada en dos niveles con la siguiente distribución: pb: cochera para cuatro autos al descubierto, vestíbulo, sala, comedor, cocina, terraza, alberca, jardín, un baño completo, sala de t.v., recamara principal con vestidor y baño completo. Pa: sala de t.v., un baño completo, gimnasio, estudio, dos recamaras con baño completo de uso compartido. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.","$ 13,500,000"
"1618890675-20045","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","HERMOSA RESIDENCIA 4 REC, JARDIN, ESPACIOS AMPLIOS JURICA","Terreno: 1,000 m² Construcción: 319 m² - sala / comedor - cocina integral con barra desayunador de granito - medio baño para visitas - sala de tv - 4 recamaras: 2 con baño, una de ellas con tina. Las otras 2 comparten baño. - jardín - área de lavado - terraza trasera - cuarto de servicio con baño - área de lavado - estacionamiento para 8 autos -lámparas -persianas -doble tarja -refrigerador -cisterna -vista al jardín -sistema de riego -portón automático -gas natural - Jurica, una de las zonas más privilegiadas de la ciudad de querétaro. Rápido acceso por av. 5 de febrero, cerca de escuelas, hospitales, plazas comerciales. A tan solo 5 minutos de plaza up town y antea.","$ 8,500,000"
