web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,metros
1616354408-443,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta El Refugio 3 habitaciones AVH,11000,"3
                                    
                                
                                Recámaras","124 m²
                                    
                                
                                Construidos"
1616354283-50,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa de Exclente Ubicación en Renta - El Mirador,12000,"3
                                    
                                
                                Recámaras","119 m²
                                    
                                
                                Construidos"
1616354403-414,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Casa en condominio en Renta, en Residencial el Refugio, Querétaro",10500,"3
                                    
                                
                                Recámaras","114 m²
                                    
                                
                                Construidos"
1616354386-340,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa sin Amoblar en el Refugio de 3 Dormitorios y 164 Mts2! Rcs,13500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354408-439,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta amueblada con 3 recámaras en El Refugio.,19000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354338-184,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,CASA EN RENTA FRACC SANTA FE JURIQUILLA,11000,"3
                                    
                                
                                Recámaras","160 m²
                                    
                                
                                Construidos"
1616354338-180,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa en Renta en Privada con cochera techada,15000,"3
                                    
                                
                                Recámaras","200 m²
                                    
                                
                                Construidos"
1616354317-106,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Residencia en Renta Juriquilla,65000,"4
                                    
                                
                                Recámaras",null
1616354403-406,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Amplia casa en renta con acabados de primera en El Refugio,13500,"3
                                    
                                
                                Recámaras","147 m²
                                    
                                
                                Construidos"
1616354403-410,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta El Refugio 3 habitaciones AVH,14000,"3
                                    
                                
                                Recámaras","165 m²
                                    
                                
                                Construidos"
1616354365-278,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa 3 Recamaras en El Refugio Querétaro CMC#20-3725,13000,"3
                                    
                                
                                Recámaras","129 m²
                                    
                                
                                Construidos"
1616354350-225,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354331-148,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa en Renta Juriquilla Queretaro 3 habitaciones y con amenidades,13000,"3
                                    
                                
                                Recámaras","140 m²
                                    
                                
                                Construidos"
1616354380-323,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,RENTA CASA REFUGIO IKUNA (BOJAI),15500,"3
                                    
                                
                                Recámaras","160 m²
                                    
                                
                                Construidos"
1616354380-307,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,"Casa de 3 Recámaras Equipada, en El Refugio - Renta",13000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
1616354326-126,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Juriquilla,14000,"3
                                    
                                
                                Recámaras","155 m²
                                    
                                
                                Construidos"
1616354326-121,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta RID9561,16500,"3
                                    
                                
                                Recámaras","240 m²
                                    
                                
                                Construidos"
1616354386-344,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,"Casa en El Refugio, condominio con variedad de amenidades! RAHQRO 19-2439",14000,"3
                                    
                                
                                Recámaras","142 m²
                                    
                                
                                Construidos"
1616354331-150,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Hermosa Casa Amueblada, en el Corazón de Juriquilla.",21000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354344-212,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa en Privada Exclusiva, Variadas Amenidades. San Isidro Juriquilla, Renta",12000,"3
                                    
                                
                                Recámaras","123 m²
                                    
                                
                                Construidos"
1616354403-427,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Amplia casa en renta en El Refugio en cerrada con vigilancia las 24hrs JF,12500,"3
                                    
                                
                                Recámaras","190 m²
                                    
                                
                                Construidos"
1616354283-33,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en renta El Mirador 3 habitaciones AVH,11500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354391-359,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Renta. El Refugio. FVR,18500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354263-1,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,Casa en Renta El Campanario,56000,"3
                                    
                                
                                Recámaras","428 m²
                                    
                                
                                Construidos"
1616354263-14,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,RESIDENCIA EN RENTA EL CAMPANARIO,58000,"4
                                    
                                
                                Recámaras","550 m²
                                    
                                
                                Construidos"
1616354283-55,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Departamento en renta con excelentes acabados en El Mirador,12500,"2
                                    
                                
                                Recámaras","85 m²
                                    
                                
                                Construidos"
1616354408-435,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"CASA EN RENTA 4 RECAMARAS FRACCIONAMIENTO  EL REFUGIO, QUERETARO",15500,"4
                                    
                                
                                Recámaras","240 m²
                                    
                                
                                Construidos"
1616354365-275,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa sin amueblar en El Refugio con amplia cocina abierta y 142 mts2! RCS,13000,"3
                                    
                                
                                Recámaras","142 m²
                                    
                                
                                Construidos"
1616354344-213,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,RENTA DE CASA EN VALLE DE JURIQUILLA,19000,"3
                                    
                                
                                Recámaras","200 m²
                                    
                                
                                Construidos"
1616354391-363,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en El Refugio de 4 dormitorios y 188 mts2! GOC 20-889,16000,"4
                                    
                                
                                Recámaras","188 m²
                                    
                                
                                Construidos"
1616354350-230,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en venta de tres niveles con Roof Garden en el Refugio RAHQRO,3000000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354301-65,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA EN RENTA MILENIO III LUCEPOLIS,15000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354380-320,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,"Hermosa casa en renta en El Refugio de 3 recamaras, la principal con vestidor",12500,"3
                                    
                                
                                Recámaras","149 m²
                                    
                                
                                Construidos"
1616354344-210,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,CASA NUEVA EN RENTA JURIQUILLA,14200,"2
                                    
                                
                                Recámaras","160 m²
                                    
                                
                                Construidos"
1616354326-140,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Juriquilla. Casa amoblada en Renta.LC,11000,"3
                                    
                                
                                Recámaras","135 m²
                                    
                                
                                Construidos"
1616354344-203,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa en Renta en Querétaro,39000,"4
                                    
                                
                                Recámaras","400 m²
                                    
                                
                                Construidos"
1616354358-235,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en Fracc. El Refigio Qro.  CMC #20-1606,13000,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354317-110,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en renta Los Naranjos Juriquilla,13000,"3
                                    
                                
                                Recámaras","157 m²
                                    
                                
                                Construidos"
1616354350-221,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354263-2,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,BONITA CASA EN RENTA,39000,"3
                                    
                                
                                Recámaras","352 m²
                                    
                                
                                Construidos"
1616354301-71,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Milenio, amplia casa de tres niveles para renta. FVR",16000,"3
                                    
                                
                                Recámaras","300 m²
                                    
                                
                                Construidos"
1616354386-354,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JRH,15000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354350-223,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa con buena ubicación a pie de calle en El Refugio de 164 mts2! GOC,0,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354301-61,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA EN RENTA EN FRACCIONAMIENTO CON VIGILANCIA,18000,"3
                                    
                                
                                Recámaras","200 m²
                                    
                                
                                Construidos"
1616354301-59,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Rento casa Milenio, 4 recamaras, 5 baños, estudio PB, Roof, amplios espacios",15000,"4
                                    
                                
                                Recámaras","220 m²
                                    
                                
                                Construidos"
1616354403-429,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Amplia casa en renta de 3 recámaras cada una con baño en El Refugio 20-3531,18500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354338-173,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa moderna en renta, Valle de Juriquilla",19500,"3
                                    
                                
                                Recámaras","258 m²
                                    
                                
                                Construidos"
1616354331-157,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa en Renta en Juriquilla, Queretaro",70000,"3
                                    
                                
                                Recámaras","625 m²
                                    
                                
                                Construidos"
1616354317-108,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Excelente casa en renta en Juriquilla,15000,"3
                                    
                                
                                Recámaras",null
1616354331-144,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,JURIQUILLA CASA EN RENTA 3 RECAMARAS CON BAÑO COMPLETO CADA UNA ROOF GARDEN,18000,"3
                                    
                                
                                Recámaras","225 m²
                                    
                                
                                Construidos"
1616354301-74,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa en Milenio 3a. Sección,15000,"3
                                    
                                
                                Recámaras","200 m²
                                    
                                
                                Construidos"
1616354365-256,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"El refugio, casa en renta en privada con amenidades. Fvr",13000,"3
                                    
                                
                                Recámaras","129 m²
                                    
                                
                                Construidos"
1616354403-425,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Casa de 3 Recámaras, Mantenimiento Incluido El Refigio Querétaro.  CMC #20-1606",13000,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354408-453,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa con Amenidades en Esquina. El Refugio - Renta,11000,"3
                                    
                                
                                Recámaras","124 m²
                                    
                                
                                Construidos"
1616354365-258,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"Casa en condominio en Renta, en Residencial el Refugio, Querétaro",14500,"3
                                    
                                
                                Recámaras","110 m²
                                    
                                
                                Construidos"
1616354283-54,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en El Mirador sin amueblar de 150 mts2! RAHQRO,12000,"3
                                    
                                
                                Recámaras","150 m²
                                    
                                
                                Construidos"
1616354391-377,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354326-136,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa renta amueblada / sin en Valle de Juriquilla a 5 minutos de Antea Queretaro,18000,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354391-370,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Se Renta Casa en El Refugio Querétaro,12000,"3
                                    
                                
                                Recámaras","170 m²
                                    
                                
                                Construidos"
1616354386-332,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en Fracc. El Refigio Qro.  CMC #20-1606,13000,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354263-13,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,Amplia Casa en Renta,130000,"4
                                    
                                
                                Recámaras","1100 m²
                                    
                                
                                Construidos"
1616354263-9,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,Amplia Casa en Renta,65000,"4
                                    
                                
                                Recámaras","650 m²
                                    
                                
                                Construidos"
1616354365-271,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"Casa en renta El Refugio, Querétaro, amueblada 3 recámaras, estudio",13000,"3
                                    
                                
                                Recámaras","160 m²
                                    
                                
                                Construidos"
1616354380-325,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,RENTA CASA REFUGIO RESIDENCIAL,17900,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354338-179,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA DE CASA EN JARDINES DE JURIQUILLA,16000,"3
                                    
                                
                                Recámaras","220 m²
                                    
                                
                                Construidos"
1616354301-63,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Milenio, cómoda casa amueblada para renta. FVR",16000,"3
                                    
                                
                                Recámaras","240 m²
                                    
                                
                                Construidos"
1616354344-193,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa en condominio en Renta, en Juriquilla, Querétaro",12500,"3
                                    
                                
                                Recámaras","174 m²
                                    
                                
                                Construidos"
1616354273-21,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,CASA EN RENTA EN EL MIRADOR QUERÉTARO,14500,"2
                                    
                                
                                Recámaras",null
1616354371-304,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Excelente casa en renta en el refugio,16000,"3
                                    
                                
                                Recámaras",null
1616354358-236,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en Renta Fracc. El Milagro en El Refugio,15000,"4
                                    
                                
                                Recámaras","158 m²
                                    
                                
                                Construidos"
1616354331-151,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa Equipada y con Jardín Para Estrenar, San Isidro Juriquilla - Renta",12000,"3
                                    
                                
                                Recámaras","123 m²
                                    
                                
                                Construidos"
1616354391-367,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Gran casa en Renta. El Refugio. FVR,15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354338-172,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa Amueblada en renta en Juriquilla Queretaro Condominio Mayoral 2 con Jardin,13500,"3
                                    
                                
                                Recámaras","104 m²
                                    
                                
                                Construidos"
1616354380-328,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa en renta en El Refugio con amenidades OFP 20 885,12000,"3
                                    
                                
                                Recámaras","143 m²
                                    
                                
                                Construidos"
1616354371-284,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,"Casa en renta Residencial El Refugio, Querétaro, fraccionamiento privado",12500,"3
                                    
                                
                                Recámaras","147 m²
                                    
                                
                                Construidos"
1616354365-273,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa en renta amueblada El Refugio,14500,"3
                                    
                                
                                Recámaras","140 m²
                                    
                                
                                Construidos"
1616354263-19,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,EL CAMPANARIO PRECIOSA RESIDENICA EN RENTA,45000,"4
                                    
                                
                                Recámaras","370 m²
                                    
                                
                                Construidos"
1616354326-120,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Fraccionamiento La Cañada Juriquilla,50000,"3
                                    
                                
                                Recámaras","429 m²
                                    
                                
                                Construidos"
1616354273-25,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa amueblada en renta en el Mirador de 3 recámaras con estudio 20-1051,25000,"3
                                    
                                
                                Recámaras","158 m²
                                    
                                
                                Construidos"
1616354358-234,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,"Hermosa Casa en Renta en condominio en El Refugio, Queretaro",13500,"3
                                    
                                
                                Recámaras","147 m²
                                    
                                
                                Construidos"
1616354365-263,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"Renta casa El Refugio, Querétaro: 3 recámaras, sala de t.v., jardín",14000,"3
                                    
                                
                                Recámaras","154 m²
                                    
                                
                                Construidos"
1616354331-145,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Rento casa en cumbres del Lago amueblada,20000,"3
                                    
                                
                                Recámaras","190 m²
                                    
                                
                                Construidos"
1616354338-174,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa - Juriquilla,32000,"3
                                    
                                
                                Recámaras","320 m²
                                    
                                
                                Construidos"
1616354331-146,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"CASA  EN QUERÉTARO,JURIQUILLA",25000,"3
                                    
                                
                                Recámaras","395 m²
                                    
                                
                                Construidos"
1616354403-424,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"El Refugio, Hermosa y Cómoda Casa en Renta. Fvr",14006,"4
                                    
                                
                                Recámaras","181 m²
                                    
                                
                                Construidos"
1616354408-431,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,CASA RENTA EN REFUGIO CONDOMINIO VIDALTA QUERETARO,11500,"3
                                    
                                
                                Recámaras","142 m²
                                    
                                
                                Construidos"
1616354301-57,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa en renta, Milenio III Querétaro",20000,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354326-129,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,AA/ CAS RENTA JURIQUILLA QUERETARO JARDINES DE JURIQUILLA,15500,"3
                                    
                                
                                Recámaras","200 m²
                                    
                                
                                Construidos"
1616354380-322,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,"CASA EN RENTA DENTRO DE PRIVADA EN EL REFUGIO $12,500.00 MENSUALES",12500,"3
                                    
                                
                                Recámaras","132 m²
                                    
                                
                                Construidos"
1616354263-6,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,EL CAMPANARIO PRECIOSA RESIDENCIA EXCELENTE PRECIO,27000,"3
                                    
                                
                                Recámaras","190 m²
                                    
                                
                                Construidos"
1616354408-452,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en Renta en El Refugio,14000,"3
                                    
                                
                                Recámaras","155 m²
                                    
                                
                                Construidos"
1616354391-358,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JRH,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354283-46,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Hermosa casa en renta El MIrador.LC,11500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354365-260,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"Se renta casa a estrenar en el refugio,en esquina y con 3 niveles 3 recamaras",15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354317-114,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Recámaras juriquilla,2500,"1
                                    
                                
                                Recámara","80 m²
                                    
                                
                                Construidos"
1616354371-293,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta en vidanta en el refugio cuentan con amenidades y la renta requiere pól...,12000,"3
                                    
                                
                                Recámaras","108 m²
                                    
                                
                                Terreno"
1616354273-28,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta en El Mirador con una amplia cocina y un bello patio.,11500,"2
                                    
                                
                                Recámaras","127 m²
                                    
                                
                                Construidos"
1616354350-229,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354283-43,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en renta El Mirador 3 habitaciones AVH,11500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354308-89,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Renta de Propiedad Comercial en Juriquilla Queretaro,35000,"8
                                    
                                
                                Recámaras","380 m²
                                    
                                
                                Construidos"
1616354371-303,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta de 3 amplias recámaras en el Refugio con roof garden 20-2531JVE,15000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354397-395,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JRH,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354371-288,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354371-282,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en Renta en El Refugio 3 Recamaras Excelentes Amenidades Sala de Tv Ycc,12000,"3
                                    
                                
                                Recámaras","113 m²
                                    
                                
                                Construidos"
1616354380-314,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa en RENTA en Paseo Junipero con ALBERCA,11000,"3
                                    
                                
                                Recámaras","133 m²
                                    
                                
                                Construidos"
1616354365-264,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa en El Refugio sin amueblar de 3 dormitorios y 129 mts2! RAHQRO,13000,"3
                                    
                                
                                Recámaras","129 m²
                                    
                                
                                Construidos"
1616354391-380,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,RENTA CASAS - EL REFUGIO - QUERETARO,17500,"7
                                    
                                
                                Recámaras","245 m²
                                    
                                
                                Construidos"
1616354326-134,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,"C177 Estrena casa, muy iluminada y amplia 4 r  3.5 baños",15000,"4
                                    
                                
                                Recámaras","195 m²
                                    
                                
                                Construidos"
1616354358-231,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Amplia casa a estrenar en El Refugio. Aceptan mascotas JF,15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354338-176,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Renta de Casa en  San Francisco Juriquilla,24000,"3
                                    
                                
                                Recámaras","270 m²
                                    
                                
                                Construidos"
1616354317-91,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa con recámara en PB en RENTA,40000,"3
                                    
                                
                                Recámaras","525 m²
                                    
                                
                                Construidos"
1616354371-294,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,RENTA CASA REFUGIO,10500,"2
                                    
                                
                                Recámaras","112 m²
                                    
                                
                                Construidos"
